,HTAG,Date,WHH,FTHG,WHA,IWA,LBD,AwayTeam,IWD,HTHG,WHD,FTR,FTAG,Div,IWH,HTR,LBH,LBA,HomeTeam,SeasonDate
784,1,16/09/01,1.61,2,5,3.6,3.2,Sevilla,3.1,1,3.3,A,3,SP1,1.75,D,1.73,4.33,Espanol,2001
785,1,16/09/01,1.61,1,5,3.8,3.25,Valladolid,3.1,0,3.3,A,2,SP1,1.7,A,1.57,5.5,Malaga,2001
786,0,16/09/01,2.7,0,2.3,2.4,3.2,Celta,2.9,0,3.1,D,0,SP1,2.4,D,2.75,2.25,Sociedad,2001
787,0,16/09/01,1.9,1,3.5,2.9,3.2,Zaragoza,2.9,1,3.2,A,2,SP1,2.1,H,2,3.2,Vallecano,2001
788,0,16/09/01,2.5,2,2.5,2.5,3.2,Villarreal,2.9,1,3.1,H,0,SP1,2.3,H,2.75,2.25,Tenerife,2001
789,0,16/09/01,1.5,1,9,5.5,4,Las Palmas,3.6,0,2.87,H,0,SP1,1.4,D,1.33,8,Valencia,2001
790,1,22/09/01,2.37,2,2.62,2.7,3.2,La Coruna,2.9,0,3.1,A,3,SP1,2.2,A,2.5,2.5,Alaves,2001
791,0,22/09/01,1.25,2,10,8,4,Tenerife,4.3,1,4.5,H,0,SP1,1.25,H,1.33,8,Barcelona,2001
792,0,22/09/01,2.1,0,3.1,2.9,3,Malaga,2.9,0,3.1,D,0,SP1,2.1,D,2.2,3,Las Palmas,2001
793,0,22/09/01,1.3,5,8.5,7,3.75,Espanol,4,3,4.2,H,1,SP1,1.3,H,1.33,9,Real Madrid,2001
794,0,22/09/01,1.61,1,5,3.8,3.25,Sociedad,3.1,0,3.3,H,0,SP1,1.7,D,1.67,4.5,Villarreal,2001
795,1,23/09/01,2.3,2,2.8,2.7,2.87,Valencia,2.9,0,3,D,2,SP1,2.2,A,2.5,2.62,Ath Bilbao,2001
796,0,23/09/01,1.66,2,4.5,3.6,3.2,Mallorca,3.1,1,3.3,H,0,SP1,1.75,H,1.73,4.33,Celta,2001
797,1,23/09/01,1.9,2,3.5,3.3,3.2,Vallecano,2.8,0,3.2,H,1,SP1,1.9,A,2,3.2,Sevilla,2001
798,0,23/09/01,2.1,0,3.1,3,3.2,Betis,2.8,0,3.1,A,2,SP1,2.1,D,2.2,2.8,Valladolid,2001
799,1,23/09/01,,0,,4.5,3.25,Osasuna,3.3,0,,A,1,SP1,1.55,A,1.61,5,Zaragoza,2001
800,0,29/09/01,1.72,3,4.33,3.5,3.2,Vallecano,3,1,3.2,H,1,SP1,1.8,H,1.8,4,Espanol,2001
801,1,29/09/01,2.1,1,3,2.9,3.2,Ath Bilbao,2.9,0,3.2,A,2,SP1,2.1,A,2.1,3,Malaga,2001
802,1,29/09/01,1.22,2,9.5,8,4.5,Valladolid,4.3,2,5,D,2,SP1,1.25,H,1.25,10,Real Madrid,2001
803,1,29/09/01,3.5,0,1.9,1.9,3.25,Barcelona,3,0,3.2,A,2,SP1,3.1,A,3.75,1.8,Sociedad,2001
804,0,30/09/01,1.61,1,5.5,4,3.2,Las Palmas,3.1,0,3.1,H,0,SP1,1.65,D,1.73,4.33,Betis,2001
805,1,30/09/01,1.72,2,4.5,4,3.2,Celta,3,0,3.1,D,2,SP1,1.7,A,1.8,4,La Coruna,2001
806,1,30/09/01,1.83,0,3.75,4,3.2,Villarreal,3,0,3.2,A,1,SP1,1.7,A,1.91,3.5,Mallorca,2001
807,0,30/09/01,,1,,2.8,3.2,Sevilla,2.8,0,,H,0,SP1,2.2,D,2.25,2.75,Osasuna,2001
808,0,30/09/01,2.1,0,3,3.1,3.2,Zaragoza,2.8,0,3.2,D,0,SP1,2,D,2.1,3,Tenerife,2001
809,0,30/09/01,1.53,0,5.5,4.5,3.4,Alaves,3.3,0,3.4,D,0,SP1,1.55,D,1.53,5.5,Valencia,2001
810,0,03/10/01,1.66,1,4.5,3.6,3.2,Malaga,3.1,0,3.3,H,0,SP1,1.75,D,1.8,4,Alaves,2001
811,0,03/10/01,1.9,0,3.5,3.4,3.2,Betis,2.9,0,3.2,D,0,SP1,1.85,D,1.91,3.5,Ath Bilbao,2001
812,0,03/10/01,1.4,3,7,5,4,Mallorca,3.5,3,3.75,H,0,SP1,1.45,H,1.33,8,Barcelona,2001
813,2,03/10/01,3.75,4,1.83,1.9,3,Real Madrid,2.9,2,3.2,H,2,SP1,3.2,D,4,1.83,Las Palmas,2001
814,1,03/10/01,,0,,3.6,3.2,Osasuna,2.9,0,,A,1,SP1,1.8,A,2,3.2,Vallecano,2001
815,0,03/10/01,1.72,2,4.33,4,3.2,Tenerife,3.1,1,3.2,H,0,SP1,1.65,H,1.8,4,Sevilla,2001
816,1,03/10/01,2,0,3.2,3,3.2,Espanol,2.9,0,3.2,A,1,SP1,2,A,2,3.2,Valladolid,2001
817,0,03/10/01,2.4,1,2.6,2.4,3.2,La Coruna,2.9,1,3.1,D,1,SP1,2.4,H,2.6,2.37,Villarreal,2001
818,1,03/10/01,1.72,3,4.33,3.4,3.25,Sociedad,2.9,1,3.2,H,2,SP1,1.85,D,1.61,5,Zaragoza,2001
819,1,04/10/01,2,1,3.2,3.2,3,Valencia,2.9,0,3.2,D,1,SP1,1.9,A,2.1,3.2,Celta,2001
820,1,06/10/01,2.25,2,2.8,2.9,3.25,Barcelona,2.9,0,3.1,H,1,SP1,2.1,A,2.2,2.75,La Coruna,2001
821,0,06/10/01,1.44,2,6.5,4,3.4,Ath Bilbao,3.3,0,3.6,H,0,SP1,1.6,D,1.5,6,Real Madrid,2001
822,0,07/10/01,1.83,1,3.6,3,3.2,Alaves,2.9,0,3.3,H,0,SP1,2,D,2,3.2,Betis,2001
823,0,07/10/01,,1,,3.8,3.2,Osasuna,3.1,0,,D,1,SP1,1.7,D,1.83,3.75,Espanol,2001
824,0,07/10/01,2.6,2,2.4,2.4,3.2,Celta,2.9,2,3.1,D,2,SP1,2.4,H,2.75,2.25,Malaga,2001
825,0,07/10/01,1.72,0,4.2,3.8,3.25,Zaragoza,3.1,0,3.25,A,1,SP1,1.7,D,1.8,3.75,Mallorca,2001
826,0,07/10/01,2.2,3,2.8,3,3.2,Sevilla,2.8,2,3.2,D,3,SP1,2.1,H,2.37,2.6,Sociedad,2001
827,1,07/10/01,1.9,3,3.4,3.2,3.25,Vallecano,2.7,1,3.25,H,1,SP1,2,D,1.8,3.75,Tenerife,2001
828,0,07/10/01,1.8,1,4,4.2,3.2,Villarreal,3.2,1,3.1,H,0,SP1,1.6,H,1.73,4.33,Valencia,2001
829,0,07/10/01,1.9,1,3.5,3.3,3.2,Las Palmas,2.8,1,3.2,H,0,SP1,1.9,H,2,3.2,Valladolid,2001
830,0,13/10/01,3,0,2.1,2.1,3.2,Real Madrid,2.9,0,3.2,D,0,SP1,2.9,D,2.8,2.2,Alaves,2001
831,2,13/10/01,1.9,2,3.5,3.2,3.2,Mallorca,2.9,2,3.2,D,2,SP1,2.1,D,1.91,3.5,Sevilla,2001
832,1,13/10/01,2.62,1,2.37,2.5,3.2,La Coruna,3,0,3.1,A,2,SP1,2.5,A,2.8,2.2,Zaragoza,2001
833,2,14/10/01,1.66,1,4.5,4.6,3.2,Valladolid,3.4,0,3.3,A,4,SP1,1.6,A,1.73,4.33,Ath Bilbao,2001
834,1,14/10/01,1.66,2,4.5,4.4,3.4,Valencia,3.3,1,3.3,D,2,SP1,1.65,D,1.73,4,Barcelona,2001
835,0,14/10/01,1.66,3,4.5,4.2,3.25,Betis,3.2,2,3.3,H,1,SP1,1.7,H,1.67,4.5,Celta,2001
836,0,14/10/01,2.1,2,3,3.4,3.2,Espanol,2.9,0,3.2,H,0,SP1,2,D,2,3.2,Las Palmas,2001
837,0,14/10/01,,0,,3.8,3.2,Tenerife,3.1,0,,A,2,SP1,1.8,D,1.83,3.75,Osasuna,2001
838,1,14/10/01,2,2,3.1,3,3.2,Sociedad,2.9,1,3.3,H,1,SP1,2.2,D,2.1,3,Vallecano,2001
839,1,14/10/01,1.61,1,5,4.2,3.25,Malaga,3.2,1,3.3,A,2,SP1,1.7,D,1.67,4.5,Villarreal,2001
840,1,20/10/01,1.83,1,3.75,3.8,3.2,Villarreal,3.1,0,3.2,D,1,SP1,1.8,A,1.83,3.75,Betis,2001
841,0,20/10/01,1.33,1,8,7,3.75,Sevilla,4,1,4,H,0,SP1,1.35,H,1.4,7,La Coruna,2001
842,1,20/10/01,2,1,3.3,3.2,3.2,Ath Bilbao,2.9,0,3.1,D,1,SP1,2.1,A,2,3.2,Las Palmas,2001
843,0,20/10/01,3.1,1,2.1,2.1,3.2,Barcelona,2.9,0,3.1,D,1,SP1,3.2,D,3,2.1,Malaga,2001
844,1,20/10/01,,2,,3.4,3.4,Osasuna,2.9,0,,H,1,SP1,2,A,1.83,3.5,Sociedad,2001
845,0,21/10/01,1.8,2,3.75,3.8,3.2,Tenerife,3.1,2,3.3,H,0,SP1,1.8,H,1.83,3.75,Espanol,2001
846,0,21/10/01,1.66,3,4.5,4.4,3.25,Vallecano,3.3,1,3.3,H,0,SP1,1.65,H,1.61,5,Mallorca,2001
847,1,21/10/01,1.61,1,5,4.6,3.25,Celta,3.4,1,3.3,D,1,SP1,1.6,D,1.61,5,Real Madrid,2001
848,0,21/10/01,1.44,2,7,5.4,3.6,Zaragoza,3.8,1,3.5,H,0,SP1,1.45,H,1.44,6.5,Valencia,2001
849,2,21/10/01,2.25,1,2.75,3.2,3.2,Alaves,2.9,0,3.2,A,3,SP1,2.1,A,2.1,3,Valladolid,2001
850,0,27/10/01,1.53,3,5.5,5.4,3.6,Betis,3.8,1,3.4,H,0,SP1,1.45,H,1.44,6.5,Barcelona,2001
851,0,27/10/01,,4,,2.8,3.2,Mallorca,2.9,2,,H,0,SP1,2.3,H,2.25,2.75,Osasuna,2001
852,0,27/10/01,3.6,2,1.83,1.9,3.2,La Coruna,3.1,0,3.3,H,1,SP1,3.5,D,4.33,1.73,Vallecano,2001
853,1,27/10/01,1.9,0,3.5,3.6,3.2,Sociedad,3,0,3.25,A,1,SP1,1.9,A,1.73,4.33,Tenerife,2001
854,0,27/10/01,2.8,2,2.2,2.2,3.2,Real Madrid,2.9,1,3.2,A,3,SP1,3,H,2.75,2.25,Villarreal,2001
855,0,28/10/01,1.66,1,4.5,4.2,3.25,Las Palmas,3.2,1,3.3,H,0,SP1,1.7,H,1.67,4.5,Alaves,2001
856,0,28/10/01,1.72,1,3.8,4,3.2,Espanol,3.2,1,3.5,D,1,SP1,1.75,H,1.91,3.5,Ath Bilbao,2001
857,0,28/10/01,1.4,1,7,5.4,3.75,Valladolid,3.8,0,3.75,D,1,SP1,1.45,D,1.4,7,Celta,2001
858,1,28/10/01,2.75,1,2.3,2.4,2.87,Valencia,2.9,0,3.1,D,1,SP1,2.7,A,2.8,2.37,Sevilla,2001
859,1,28/10/01,1.9,0,3.4,3.3,3.2,Malaga,3,0,3.25,A,2,SP1,2,A,1.8,4,Zaragoza,2001
860,0,03/11/01,2.2,2,2.87,3,3.2,Alaves,2.9,2,3.1,H,1,SP1,2.2,H,2.25,2.75,Ath Bilbao,2001
861,0,04/11/01,1.61,0,5,4,3.2,Zaragoza,3.2,0,3.3,A,1,SP1,1.75,D,1.73,4.33,Betis,2001
862,1,04/11/01,,5,,7,4,Osasuna,4,4,,H,1,SP1,1.35,H,1.3,9,La Coruna,2001
863,1,04/11/01,1.83,1,3.5,3.6,3.2,Sociedad,3.1,1,3.4,A,2,SP1,1.85,D,1.73,4.33,Espanol,2001
864,1,04/11/01,2.7,4,2.37,2.5,3.2,Celta,3,3,3,H,2,SP1,2.5,H,2.6,2.37,Las Palmas,2001
865,1,04/11/01,1.83,1,3.75,3.6,3.25,Sevilla,3,1,3.2,A,3,SP1,1.9,D,1.8,3.75,Malaga,2001
866,0,04/11/01,1.72,2,4.33,4,3.2,Tenerife,3.2,1,3.2,H,0,SP1,1.75,H,1.73,4.33,Mallorca,2001
867,0,04/11/01,2,2,3.3,3.6,3.2,Barcelona,3,1,3.1,H,0,SP1,1.9,H,2,3.2,Real Madrid,2001
868,1,04/11/01,1.28,2,8,7,4.5,Vallecano,4,1,4.5,H,1,SP1,1.35,D,1.25,10,Valencia,2001
869,0,04/11/01,2.2,1,2.75,3.3,3.2,Villarreal,3,1,3.25,H,0,SP1,2,H,2.2,2.8,Valladolid,2001
870,0,10/11/01,2.2,0,3,3.1,3,Betis,3,0,3,D,0,SP1,2.1,D,2.2,3,Sevilla,2001
871,1,11/11/01,1.61,2,5,4.2,3.2,Espanol,3.2,1,3.3,H,1,SP1,1.7,D,1.73,4.33,Alaves,2001
872,0,11/11/01,1.33,4,7.5,7,4,Valladolid,4,2,4.2,H,0,SP1,1.35,H,1.33,8,Barcelona,2001
873,0,11/11/01,1.66,2,4.5,4.6,3.25,Ath Bilbao,3.4,1,3.3,A,3,SP1,1.6,H,1.67,4.5,Celta,2001
874,0,11/11/01,,0,,2.2,2.87,Valencia,2.9,0,,D,0,SP1,3,D,3,2.25,Osasuna,2001
875,0,11/11/01,2.1,1,3.1,3.4,3.2,Mallorca,2.9,0,3.1,A,2,SP1,2,D,2,3.2,Sociedad,2001
876,0,11/11/01,2.25,3,2.75,3,3.2,Malaga,2.9,2,3.2,H,0,SP1,2.2,H,2.25,2.75,Vallecano,2001
877,1,11/11/01,3.2,3,2,2,3.2,La Coruna,3,1,3.2,H,1,SP1,3.3,D,3.2,2,Tenerife,2001
878,0,11/11/01,1.8,2,3.75,3.8,3.2,Las Palmas,3.1,1,3.3,H,0,SP1,1.8,H,1.8,4,Villarreal,2001
879,0,11/11/01,3.4,2,1.9,2,3.2,Real Madrid,3,1,3.25,H,1,SP1,3.3,H,3.5,1.91,Zaragoza,2001
880,1,17/11/01,1.3,3,7.5,7,3.75,Sociedad,4,1,4.5,H,1,SP1,1.35,D,1.36,8,La Coruna,2001
881,0,17/11/01,2.8,0,2.25,2.1,3,Barcelona,2.9,0,3.1,D,0,SP1,3.2,D,3.2,2.1,Las Palmas,2001
882,0,17/11/01,1.33,2,8,6.4,4,Sevilla,3.7,1,4,H,1,SP1,1.4,H,1.33,8,Real Madrid,2001
883,0,18/11/01,2,1,3.3,3.4,3.2,Celta,2.9,1,3.1,H,0,SP1,2,H,2,3.2,Alaves,2001
884,0,18/11/01,1.9,0,3.5,3.8,3.2,Villarreal,3.1,0,3.2,D,0,SP1,1.8,D,1.91,3.5,Ath Bilbao,2001
885,0,18/11/01,1.72,2,4.33,4.2,3.2,Vallecano,3.2,0,3.2,H,0,SP1,1.7,D,1.73,4.33,Betis,2001
886,1,18/11/01,2.2,2,2.87,3,3.2,Mallorca,2.9,1,3.1,H,1,SP1,2.2,D,2.2,2.8,Espanol,2001
887,0,18/11/01,,2,,3.6,3.2,Osasuna,3.1,2,,H,1,SP1,1.85,H,1.91,3.5,Malaga,2001
888,0,18/11/01,1.3,0,8,8,3.75,Tenerife,4.2,0,4.33,D,0,SP1,1.3,D,1.36,8,Valencia,2001
889,0,18/11/01,2.1,2,3.1,3.2,3.2,Zaragoza,2.9,1,3.1,H,0,SP1,2.1,H,2.2,2.8,Valladolid,2001
890,1,24/11/01,1.44,1,6.5,6,3.6,Ath Bilbao,3.9,0,3.6,A,2,SP1,1.4,A,1.44,6.5,Barcelona,2001
891,1,25/11/01,1.72,4,4.2,4.6,3.2,Espanol,3.4,2,3.25,H,1,SP1,1.6,H,1.73,4.33,Celta,2001
892,1,25/11/01,2.62,4,2.37,2.5,2.87,La Coruna,3,2,3.1,H,1,SP1,2.5,H,2.8,2.37,Mallorca,2001
893,0,25/11/01,,1,,3,3,Betis,2.9,0,,A,2,SP1,2.2,D,2.25,2.87,Osasuna,2001
894,0,25/11/01,2.9,2,2.37,2.2,2.87,Valencia,2.9,1,2.8,H,0,SP1,3,H,3,2.25,Sociedad,2001
895,2,25/11/01,3.75,0,1.8,1.7,3.2,Real Madrid,3.3,0,3.3,A,3,SP1,4,A,4,1.8,Vallecano,2001
896,0,25/11/01,1.9,4,3.4,3.4,3,Valladolid,2.9,1,3.25,H,0,SP1,2,H,2,3.4,Sevilla,2001
897,0,25/11/01,2,1,3.2,3.3,3,Malaga,3,0,3.2,H,0,SP1,2,D,2,3.4,Tenerife,2001
898,0,25/11/01,2.2,1,2.8,2.8,3,Alaves,2.9,1,3.2,H,0,SP1,2.3,H,2.2,3,Villarreal,2001
899,0,25/11/01,1.72,2,4.33,4,3.2,Las Palmas,3.2,1,3.2,H,1,SP1,1.75,H,1.73,4.33,Zaragoza,2001
900,0,01/12/01,2.5,2,2.5,2.5,3.2,Barcelona,3,1,3.1,H,0,SP1,2.5,H,2.6,2.37,Alaves,2001
901,0,01/12/01,2.4,1,2.6,2.7,3.2,La Coruna,3,0,3.1,H,0,SP1,2.3,D,2.25,2.75,Espanol,2001
902,0,01/12/01,,2,,9,5,Osasuna,4.5,2,,H,1,SP1,1.25,H,1.2,11,Real Madrid,2001
903,1,01/12/01,1.57,1,5.5,4.6,3.25,Mallorca,3.4,0,3.3,D,1,SP1,1.6,A,1.67,4.5,Valencia,2001
904,0,02/12/01,1.8,2,3.8,4,3.2,Zaragoza,3.2,1,3.25,H,1,SP1,1.75,H,1.83,3.75,Ath Bilbao,2001
905,0,02/12/01,1.57,1,5.5,4.6,3.25,Tenerife,3.4,0,3.3,H,0,SP1,1.6,D,1.67,4.5,Betis,2001
906,0,02/12/01,1.66,3,4.5,4.2,3.2,Villarreal,3.2,1,3.25,H,1,SP1,1.7,H,1.73,4.33,Celta,2001
907,0,02/12/01,2.1,1,3,3.2,3,Sevilla,2.9,0,3.2,H,0,SP1,2.1,D,2.1,3.2,Las Palmas,2001
908,0,02/12/01,1.83,1,3.5,3.3,3.2,Sociedad,3,1,3.4,H,0,SP1,2,H,2,3.2,Malaga,2001
909,1,02/12/01,1.66,3,4.5,4.2,3.2,Vallecano,3.2,2,3.3,H,1,SP1,1.7,H,1.73,4.33,Valladolid,2001
910,0,08/12/01,2.3,3,2.75,3,3.2,Ath Bilbao,2.7,0,3.1,D,3,SP1,2.3,D,2.25,2.75,Sevilla,2001
911,1,08/12/01,4.5,0,1.61,1.8,3.25,Real Madrid,3.1,0,3.5,A,2,SP1,3.8,A,4.5,1.67,Tenerife,2001
912,0,09/12/01,1.66,2,5,4.2,3.25,Celta,3.2,1,3.1,D,2,SP1,1.7,H,1.67,4.5,Barcelona,2001
913,0,09/12/01,1.72,1,4.5,4.4,3.2,Valencia,3.3,0,3.1,H,0,SP1,1.65,D,1.73,4.33,La Coruna,2001
914,1,09/12/01,1.66,1,4.5,4,3.25,Malaga,3.2,1,3.3,D,1,SP1,1.75,D,1.67,4.5,Mallorca,2001
915,0,09/12/01,,1,,3,3.2,Valladolid,2.9,0,,H,0,SP1,2.2,D,2.2,2.8,Osasuna,2001
916,0,09/12/01,2.37,0,2.62,2.8,3.2,Betis,2.9,0,3.1,D,0,SP1,2.3,D,2.25,2.75,Sociedad,2001
917,0,09/12/01,2.1,0,3.1,3.3,3,Las Palmas,3,0,3.1,D,0,SP1,2,D,2.1,3.2,Vallecano,2001
918,1,09/12/01,1.8,1,3.75,3.8,3.2,Espanol,3.1,1,3.3,D,1,SP1,1.8,D,1.8,4,Villarreal,2001
919,1,09/12/01,2.3,0,2.75,2.8,3,Alaves,2.9,0,3.1,A,2,SP1,2.3,A,2.2,3,Zaragoza,2001
920,0,15/12/01,2.37,2,2.8,3.2,2.87,Valencia,2.9,2,2.9,A,3,SP1,2.1,H,2.25,3,Espanol,2001
921,1,15/12/01,,1,,4,3.2,Osasuna,3.2,0,,D,1,SP1,1.75,A,1.73,4.33,Las Palmas,2001
922,1,15/12/01,1.25,3,10,10,5,Sociedad,5,1,4.5,H,1,SP1,1.2,D,1.2,11,Real Madrid,2001
923,0,16/12/01,1.57,0,5.5,4.2,3.25,Sevilla,3.2,0,3.3,A,1,SP1,1.7,D,1.61,5,Alaves,2001
924,0,16/12/01,1.44,1,6.5,5.4,3.75,Vallecano,3.8,0,3.6,D,1,SP1,1.45,D,1.4,7,Ath Bilbao,2001
925,0,16/12/01,1.8,1,4,4,3.2,Mallorca,3,1,3.1,H,0,SP1,1.8,H,1.8,4,Betis,2001
926,0,16/12/01,1.5,2,6,5,3.25,Zaragoza,3.4,1,3.4,H,0,SP1,1.55,H,1.57,5.5,Celta,2001
927,0,16/12/01,2.87,1,2.2,2.3,3.2,La Coruna,2.9,1,3.1,D,1,SP1,2.8,H,2.6,2.37,Malaga,2001
928,0,16/12/01,1.72,0,4.33,4.4,3.2,Tenerife,3.3,0,3.2,D,0,SP1,1.65,D,1.8,4,Valladolid,2001
929,1,16/12/01,2.62,0,2.37,2.3,3.2,Barcelona,2.9,0,3.1,A,1,SP1,2.8,A,2.75,2.25,Villarreal,2001
930,0,22/12/01,1.53,2,5,4.4,3.6,Betis,3.3,1,3.6,H,0,SP1,1.65,H,1.44,6.5,La Coruna,2001
931,0,22/12/01,2.87,2,2.2,2.1,3,Barcelona,2.9,0,3.1,H,0,SP1,3.2,D,3.2,2.1,Espanol,2001
932,0,22/12/01,1.9,6,3.4,3.6,3.2,Valladolid,3.1,1,3.25,H,0,SP1,1.85,H,1.8,4,Sociedad,2001
933,0,22/12/01,2.37,0,2.7,2.8,2.87,Celta,2.8,0,3,A,1,SP1,2.4,D,2.5,2.62,Sevilla,2001
934,1,22/12/01,2,1,3.2,3.6,3,Las Palmas,3.1,0,3.2,A,3,SP1,1.85,A,1.91,3.75,Tenerife,2001
935,1,22/12/01,1.57,2,5.5,4.8,3.25,Malaga,3.5,2,3.3,H,1,SP1,1.55,H,1.57,5.5,Valencia,2001
936,0,23/12/01,3.4,1,1.9,1.9,3.2,Real Madrid,3.1,0,3.25,D,1,SP1,3.5,D,3.75,1.83,Mallorca,2001
937,0,23/12/01,,0,,2.5,3.2,Ath Bilbao,3,0,,A,1,SP1,2.5,D,2.5,2.5,Osasuna,2001
938,0,23/12/01,2,3,3.2,3.3,3.2,Villarreal,3,2,3.2,H,2,SP1,2,H,1.91,3.5,Zaragoza,2001
939,1,05/01/02,1.33,2,8,7,4,Vallecano,4,0,4,D,2,SP1,1.35,A,1.3,9,Celta,2001
940,0,05/01/02,1.9,0,3.5,3.6,3.2,Sociedad,3,0,3.2,D,0,SP1,1.9,D,1.91,3.5,Las Palmas,2001
941,1,05/01/02,1.57,3,5,4.6,3.25,La Coruna,3.4,2,3.5,H,1,SP1,1.6,H,1.61,5,Real Madrid,2001
942,1,05/01/02,2.1,0,3,3.3,3,Sevilla,3,0,3.2,A,2,SP1,2,A,2.1,3.2,Villarreal,2001
943,0,06/01/02,,0,,4.8,3.25,Osasuna,3.5,0,,A,2,SP1,1.55,D,1.57,5.5,Alaves,2001
944,0,06/01/02,1.5,1,5.5,5.4,3.25,Tenerife,3.5,0,3.6,A,2,SP1,1.5,D,1.5,6.5,Ath Bilbao,2001
945,0,06/01/02,1.4,2,7.5,8,3.75,Zaragoza,4.2,1,3.6,H,0,SP1,1.3,H,1.36,8,Barcelona,2001
946,2,06/01/02,2.2,1,3.2,3.2,3,Valencia,2.9,1,2.8,A,3,SP1,2.1,A,2.25,2.87,Betis,2001
947,0,06/01/02,2,2,3.3,3.2,3.2,Espanol,2.9,1,3.1,H,0,SP1,2.1,H,2,3.2,Malaga,2001
948,0,06/01/02,2.25,2,2.87,3,3.2,Mallorca,2.9,1,3,H,1,SP1,2.2,H,2.2,2.8,Valladolid,2001
949,1,12/01/02,1.9,2,3.6,3.6,3.2,Sociedad,3.1,1,3.1,H,1,SP1,1.85,D,1.8,4,Ath Bilbao,2001
950,0,12/01/02,1.66,1,4.5,4.2,3.2,Vallecano,3.2,0,3.3,D,1,SP1,1.7,D,1.73,4.33,Villarreal,2001
951,0,13/01/02,1.57,1,5,4.4,3.2,Tenerife,3.3,1,3.5,H,0,SP1,1.65,H,1.73,4.33,Alaves,2001
952,1,13/01/02,1.44,3,6.5,5.4,3.6,Sevilla,3.8,1,3.6,H,1,SP1,1.45,D,1.44,6.5,Barcelona,2001
953,0,13/01/02,1.66,1,4.5,4,3.2,Malaga,3.2,0,3.3,D,1,SP1,1.75,D,1.73,4.33,Betis,2001
954,0,13/01/02,,1,,6,3.6,Osasuna,3.9,1,,D,1,SP1,1.4,H,1.44,6.5,Celta,2001
955,0,13/01/02,2,3,3.3,3.3,3,Mallorca,3,1,3.1,H,1,SP1,2,H,2.1,3.2,Las Palmas,2001
956,0,13/01/02,1.57,1,5.5,4.6,3.5,Valencia,3.4,0,3.3,H,0,SP1,1.6,D,1.53,5.5,Real Madrid,2001
957,0,13/01/02,2.62,3,2.5,2.5,3.2,La Coruna,3,2,2.9,H,0,SP1,2.5,H,2.6,2.37,Valladolid,2001
958,0,13/01/02,1.9,0,3.5,3.5,3.2,Espanol,3.1,0,3.2,D,0,SP1,1.9,D,1.91,3.5,Zaragoza,2001
959,0,19/01/02,4,1,1.72,1.7,3.2,Real Madrid,3.2,1,3.4,D,1,SP1,4.2,H,4.33,1.73,Malaga,2001
960,0,19/01/02,2.1,1,3.1,3.3,3.2,Alaves,3,1,3.1,A,2,SP1,2,H,2.1,3,Sociedad,2001
961,0,20/01/02,1.4,1,7,6,3.5,Las Palmas,3.9,0,3.75,H,0,SP1,1.4,D,1.44,7,La Coruna,2001
962,0,20/01/02,2,1,3.2,3.1,3.2,Betis,3,0,3.2,D,1,SP1,2.1,D,1.91,3.5,Espanol,2001
963,0,20/01/02,2.1,3,3,2.8,2.87,Ath Bilbao,2.9,1,3.2,H,0,SP1,2.3,H,2.5,2.62,Mallorca,2001
964,1,20/01/02,,2,,3.5,3.2,Villarreal,3.1,2,,D,2,SP1,1.9,H,1.8,4,Osasuna,2001
965,0,20/01/02,3.75,2,1.83,1.75,3.25,Barcelona,3.2,1,3.2,H,1,SP1,4,H,3.75,1.8,Vallecano,2001
966,1,20/01/02,1.72,4,4.2,4,3.2,Zaragoza,3.2,1,3.25,H,2,SP1,1.75,D,1.8,4,Sevilla,2001
967,0,20/01/02,2.7,1,2.4,2.3,2.87,Celta,2.9,1,3,D,1,SP1,2.8,H,2.62,2.5,Tenerife,2001
968,2,20/01/02,1.44,1,7,5.4,3.75,Valladolid,3.8,1,3.4,A,2,SP1,1.45,A,1.4,7,Valencia,2001
969,0,23/01/02,2.62,2,2.37,2.6,3.2,Alaves,3,0,3.1,H,0,SP1,2.4,D,2.5,2.5,Vallecano,2001
970,1,26/01/02,1.5,3,6,5.4,3.25,Sociedad,3.8,0,3.4,H,1,SP1,1.45,A,1.57,5.5,Celta,2001
971,1,26/01/02,2.4,0,2.7,2.6,2.87,Valencia,2.9,0,3,A,1,SP1,2.5,A,2.62,2.5,Las Palmas,2001
972,2,27/01/02,1.8,0,3.8,4,3.2,Mallorca,3.3,0,3.25,A,4,SP1,1.7,A,1.8,4,Alaves,2001
973,0,27/01/02,2.3,1,2.75,2.8,3,La Coruna,2.9,0,3.1,D,1,SP1,2.3,D,2.25,2.87,Ath Bilbao,2001
974,0,27/01/02,,0,,9,4,Osasuna,4.5,0,,A,1,SP1,1.25,D,1.33,8,Barcelona,2001
975,0,27/01/02,1.3,1,8,6.4,4.5,Betis,3.7,1,4.33,D,1,SP1,1.4,H,1.25,10,Real Madrid,2001
976,0,27/01/02,1.8,3,4,3.8,3.2,Espanol,3.1,0,3.1,H,0,SP1,1.8,D,1.91,3.5,Sevilla,2001
977,0,27/01/02,1.8,0,4,3.6,3.2,Malaga,3.1,0,3.1,D,0,SP1,1.85,D,1.8,4,Valladolid,2001
978,0,27/01/02,1.83,2,3.75,4,3.2,Tenerife,3.2,2,3.2,H,1,SP1,1.75,H,1.8,4,Villarreal,2001
